,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score
6663,Healthcare,649.3670087,277.2785917,16.59106293,Yes,689.8492196000002,11.0,61.13450856
6664,Healthcare,44.99545927,291.6238443,507.5947924,No,275.7022151,14.0,680.3701978999999
6665,Social,503.1477996,171.1305819,568.0837307,Yes,359.81635780000005,10.0,629.1407094
6666,Healthcare,726.7652944,661.8736759999998,182.0134267,Yes,384.9267823,14.0,644.3955675
6667,Financial,41.47766727,416.9837582,368.6834425,No,156.008467,10.0,514.2445464
6668,Financial,131.5612007,320.3451876000001,517.0246271000002,No,234.8937077,10.0,650.364106
6669,Education,230.1306148,355.080514,378.5365131,No,206.89328480000003,10.0,416.0369413
6670,Financial,596.7298803,335.4398482,90.14980035,Yes,478.7688261,8.0,315.1693773
6671,Financial,88.92857423,440.3779041,400.8148159,No,146.302595,10.0,589.5095204
6672,Healthcare,11.97086452,336.588167,534.619542,No,277.3947814,14.0,721.4631457
6673,Education,657.7834433999999,516.3413868,45.93848137,Yes,493.23251330000005,16.0,308.0640509
6674,Social,140.1703436,450.4598117,456.7245377,No,81.63961187,9.0,451.64681680000007
6675,Foreign_Affairs,102.9994592,469.6500848,365.6964512,Maybe,153.6732331,8.0,431.7585024
6676,Education,25.26810269,260.8788796,474.4509475,No,275.701722,15.0,634.8323967
6677,Education,190.4937136,324.2554455,390.9131756,No,,9.0,387.7128628
6678,Healthcare,270.64050310000005,415.445583,438.7385761,No,104.626141,14.0,493.3503454
6679,Military,159.7816746,371.8334708,392.411079,Maybe,198.1902278,9.0,393.8052201
6680,Social,191.0670289,274.10623530000004,549.7271404,No,295.7696378,10.0,684.3336574
6681,Financial,432.5395085,504.4897592,263.17326890000004,Yes,437.1507625,12.0,132.58507020000002
6682,Financial,46.64871065,417.0388302,466.0028859,No,97.54174533,8.0,538.41917
6683,Other,201.4353499,330.3043888,480.100195,Maybe,173.10074330000003,11.0,472.2283484
6684,Financial,109.9314465,324.5575987,378.0412529,No,235.5548949,5.0,400.8428706
6685,Military,32.84510881,436.01983780000006,416.9995675,Maybe,119.4133106,8.0,557.2451377
6686,Environment,86.12436247,479.7926257,434.691269,No,92.58351504,8.0,437.5649223
6687,Foreign_Affairs,217.74532230000003,453.2704955,530.1767964,Maybe,76.40167092,7.0,447.6270138
6688,Healthcare,113.3614742,286.1233118,492.15072310000005,No,,11.0,617.734549
6689,Military,86.25205059,454.81101960000007,380.6669962,Maybe,143.8257518,7.0,433.64160080000005
6690,Healthcare,68.96792509999999,455.9380529,379.9472413,No,167.2871869,14.0,607.8465709
6691,Social,135.82569850000002,534.6516167,490.5517659,No,35.96523208,7.0,
6692,Social,366.9135604,501.4837642,432.4530042,Yes,,12.0,469.5265477
6693,Environment,602.4811655,536.1379448,424.1275095,Yes,84.06233487,12.0,501.9723794
6694,Healthcare,-2.250267651,607.8568838,278.76966170000003,Yes,268.0705257,12.0,393.7651808
6695,Social,77.57367698,284.6041383999999,485.3099687,No,260.8863396,12.0,646.4599194
6696,Healthcare,190.8614833,693.2400292,659.32152,No,250.5190071,7.0,494.1078625
6697,Environment,62.58271513,306.4664113,541.9955967,No,241.6876792,15.0,638.5426079
6698,Education,185.1111406,515.1769912999998,330.78990639999995,No,181.6394276,14.0,564.2688481
6699,Military,189.5555543,488.655737,355.3463433,Maybe,147.7325852,6.0,527.7766818
6700,Education,274.5574875,465.141018,502.67271110000013,No,66.80686457,13.0,
6701,Healthcare,163.4851069,264.6060023,473.4153038,No,264.8525404,14.0,618.4474056
6702,Social,160.920714,399.4094113,374.128462,No,161.1595881,9.0,503.2097093
6703,Social,80.75011895,429.5178432,428.6066339,No,109.7352305,9.0,455.5357035
6704,Social,99.9091075,410.0213465,458.8602879,No,107.2692997,9.0,458.55040830000013
6705,Military,75.61886767,368.13960160000005,478.897859,Maybe,200.0058757,5.0,351.1044483
6706,Healthcare,128.6394065,396.0413066,395.6267096,No,149.9820975,11.0,471.8320058000001
6707,Healthcare,510.9521529,461.3382102,496.1963467,Yes,78.36748736,14.0,431.9392822
6708,Environment,140.32836369999998,337.14585560000006,501.6953791,No,241.4117001,14.0,678.2000626
6709,Financial,155.4010485,309.6158609,382.1088158,No,245.1146036,6.0,400.3169164
6710,Social,99.78833961,685.0730831000002,635.4597762,No,231.2730684,8.0,470.2370175
6711,Education,121.3818666,480.1606001,448.6908477,No,61.38945841,9.0,472.752345
6712,Military,229.4505564,492.1466616,403.4794204,Maybe,134.8576665,7.0,406.1453625
6713,Environment,285.0047909,,394.0158387,No,223.8236245,9.0,411.5529351
6714,Education,446.5551459,537.3896117,458.8562554,Yes,55.68372559,12.0,503.1442834
6715,Education,304.4738393,317.2804301000001,351.7530317,No,254.3898841,10.0,403.3014567
6716,Other,184.8166315,491.6227933,337.1642639,Maybe,163.1994674,8.0,506.9578453
6717,Environment,199.5428266,475.4229609,476.6342442,No,52.70154125,8.0,459.6581724
6718,Financial,197.6383648,295.5015389,514.695282,No,239.7600631,12.0,624.2952772000001
6719,Environment,149.0663429,301.2060531,371.8722781,No,262.5793774,9.0,385.9290442
6720,Environment,23.62207492,494.335847,456.6729902,No,64.4098779,8.0,452.6785465
6721,Healthcare,55.35658038,267.3022879,519.6520906000002,No,289.361702,12.0,670.8676818
6722,Financial,183.6654251,318.0486446000001,379.6554898,No,244.5297019,6.0,389.5206886
6723,Education,244.6541046,333.3407351,532.5412639,No,234.7788332,15.0,662.132218
6724,Healthcare,244.5014826,464.7701136,381.3393782,No,123.88878490000002,13.0,505.19066110000006
6725,Education,152.4927765,508.263762,454.521445,No,46.76752914,14.0,507.1142851
6726,Financial,37.01215973,,552.8519804,No,248.8128918,8.0,641.2383067000002
6727,Social,532.0582979,752.037517,367.692627,Yes,504.3003362,9.0,83.71803043
6728,Foreign_Affairs,39.16467302,404.0543919,479.2436806,Maybe,122.933513,6.0,425.9982155
6729,Education,762.5290097999998,433.4808294,387.8012146,Yes,238.5481644,14.0,699.7294651000002
6730,Social,47.50100089,474.3659306,445.4701558,No,79.39448772,7.0,448.3001426
6731,Social,603.8881327,496.2605494,503.9788852,Yes,35.78287998,13.0,464.636184
6732,Other,238.65169280000003,,430.6535194,Maybe,136.2859627,10.0,492.2000933
6733,Environment,95.10499049,341.5553465,385.1944339,No,231.00659790000003,10.0,377.2033304
6734,Social,149.0509775,279.0643609,363.0548892,No,285.4427789,7.0,382.0548433
6735,Healthcare,75.06141963,341.808597,381.7288903,No,218.8415885,10.0,594.2287934
6736,Healthcare,435.1505504,452.0926657,470.199798,Yes,95.22959702,11.0,423.2829131
6737,Other,32.70699701,419.4369472,400.5745025,Maybe,127.9762916,11.0,498.5521751
6738,Social,84.11958555,401.720677,426.3642821,No,150.1424597,10.0,413.6187873
6739,Financial,247.2774176,402.2200231,428.5975944,No,121.6387494,12.0,488.3056445
6740,Education,44.1286763,386.5449871,420.7699217,No,140.7526405,16.0,474.27334969999987
6741,Healthcare,227.0826539,676.3618451,623.3280525,No,215.2258367,9.0,502.9752044
6742,Education,287.6160364,306.5797306,378.2608038,No,253.7103694,10.0,389.8314063
6743,Environment,85.2792446,299.4720913000001,388.4685605,No,235.3838119,8.0,552.4865192999998
6744,Education,115.4198949,350.2969682,421.0490614,No,171.8269149,12.0,470.331157
6745,Financial,84.78179594,466.0493256,393.3980917,No,114.4578226,8.0,475.8343631
6746,Education,363.9312,533.3264802,498.43388260000006,Yes,33.36978428,13.0,499.3400763
6747,Healthcare,138.4583109,328.3700447,372.8275615,No,230.1567765,8.0,414.3117797
6748,Military,185.1974123,376.30569689999993,394.7542014,Maybe,206.8138705,9.0,371.956967
6749,Education,162.8699197,340.7051893000001,397.2739753,No,190.1592515,16.0,515.2665664
6750,Education,101.7110171,420.769268,455.8065221,No,105.2761997,14.0,446.59114460000006
6751,Healthcare,143.498836,424.1012551,385.2310142,No,137.8021211,11.0,507.5422141
6752,Education,357.722641,503.7375654,411.6363515,Yes,92.87937964,13.0,471.6367247
6753,Healthcare,149.4265894,421.2583336,420.523702,No,113.2853035,14.0,517.7996633
6754,Healthcare,305.0997581000001,295.24575939999994,341.9093761000001,No,272.6151417,7.0,413.9647102
6755,Social,175.4123129,322.9542913,357.4275556,No,245.87672290000003,7.0,406.28085560000005
6756,Social,329.0900716,402.0033031,440.9846548,No,115.3183785,13.0,485.4341201
6757,Social,242.5138849,,408.7896819,No,112.4056552,10.0,486.7899876
6758,Military,86.56499177,380.5840269,355.7488673,Maybe,191.2617277,9.0,461.1093256
6759,Military,168.4294898,470.1264857,326.8059495,Maybe,,7.0,428.4897346
6760,Social,105.8009725,428.72111439999986,333.63341569999994,No,181.7413417,9.0,516.4740823
6761,Other,46.00828632,487.2474463,330.5302891,Maybe,171.3038542,10.0,478.4965134
6762,Healthcare,307.2382981,371.0437998,391.5347834,No,168.7531279,13.0,509.1221373
6763,Financial,485.7554133,611.0261026000002,237.990084,Yes,308.0017558,9.0,382.1480161
6764,Military,74.62933520000001,513.4297335,393.5941578,Maybe,140.98468369999995,7.0,408.4897818
6765,Environment,576.5432582000002,468.32615210000006,444.8493654,Yes,88.48333112,14.0,438.4819153
6766,Foreign_Affairs,197.05465680000003,471.8273119,374.2204254,Maybe,138.62365219999998,9.0,448.9871073
6767,Environment,308.1932232,304.9547896,520.7521351,No,261.9778688,12.0,673.6638088999998
6768,Financial,55.03361036,269.5679026,485.6839406,No,281.7241957,10.0,661.4454131
6769,Healthcare,48.28075331,368.8274463,424.2588573,No,152.22574540000005,11.0,515.1564523
6770,Education,211.0910464,350.4132704,405.5854074,No,195.1650079,10.0,417.5434943
6771,Environment,200.6798812,342.0552787,386.0194265,No,,8.0,417.8527788
6772,Healthcare,64.23697017,277.3693767,297.0284096000001,No,301.4525256,8.0,510.5718606
6773,Financial,56.20454473,280.5037632,470.84575819999986,No,286.584947,9.0,681.9405508
6774,Healthcare,500.8068827,490.3016133,456.1626754,Yes,60.76265604,10.0,459.0569831
6775,Healthcare,71.8723411,338.2603031999999,392.5103634,No,215.3447437,8.0,406.9429899
6776,Social,40.35007278,308.4088364,527.7126723,No,234.1776222,12.0,631.772503
6777,Social,80.55170582,388.0497581,417.7934714,No,144.08268180000005,11.0,461.6718222
6778,Environment,334.064315,313.0296076,362.0376742,No,251.1536234,9.0,404.6762799
6779,Social,360.01220960000006,567.3816868,581.2264544,Yes,108.4087792,9.0,475.2122046
6780,Social,74.4172091,436.0391671,369.8083793,No,145.55067319999995,,
6781,Healthcare,65.68493327,406.4835478,449.0069234,No,117.24557659999998,10.0,548.9990257999998
6782,Environment,224.9029695,362.8651878,391.9089458,No,176.28053300000005,14.0,475.8092251
6783,Healthcare,27.17217589,304.3005444,514.6818112999998,No,246.9615211,11.0,649.9205136
6784,Education,96.02771953,344.0135514,397.8122879,No,201.1473499,,424.5933974
6785,Healthcare,118.4576468,,341.9642752,No,290.4901458,8.0,368.7121419
6786,Foreign_Affairs,52.97793238,482.7452489,394.9693639,Maybe,107.9159229,8.0,517.7956587
6787,Environment,42.85906629,,371.2651915,No,155.85405780000005,15.0,464.39082189999993
6788,Education,,305.4711577,506.4148945,No,234.7634058,16.0,631.2678002
6789,Environment,401.4608495,487.4989249,404.0084198,Yes,106.154382,13.0,456.4328969
6790,Environment,41.22685026,490.7481444,427.75515819999987,No,82.58221175,8.0,461.0781848
6791,Military,177.3628448,368.1513738,481.4143978,Maybe,146.30083380000005,5.0,439.3827656
6792,Education,605.8458196,440.1867072,496.9695062,Yes,106.3341672,14.0,412.1356657
6793,Education,35.55410989,519.1308258,515.4446542,No,34.41920714,13.0,524.0864273
6794,Social,97.1285809,695.8739447,657.3046462,No,251.6454506,8.0,514.6314351
6795,Foreign_Affairs,48.48514067,454.5770267,406.2791594,Maybe,177.82913069999995,7.0,355.8599388
6796,Environment,346.1235141,64.78455352,508.4418395,Yes,502.9658273,,248.0260452
6797,Healthcare,187.8979054,305.6487002,369.47191,No,245.8095066,9.0,425.0846911
6798,Other,133.6873652,455.4572751,342.3801878,Maybe,191.7914674,8.0,400.2207064
6799,Social,140.90562769999997,369.6145005,,No,157.20871719999997,12.0,
6800,Environment,31.00707948,455.447474,377.1238566,No,130.7039282,11.0,499.7934592
6801,Environment,253.0264804,261.4912818,543.0306427,No,282.4232315,12.0,644.9994373
6802,Other,186.6426647,389.9909484,344.7397112,Maybe,193.0141454,9.0,
6803,Social,44.07770181,308.9161555,377.0823583,No,253.8935227,7.0,386.6856648
6804,Social,156.5949798,522.2354916,461.0312177,No,44.88462666,6.0,498.7167903
6805,Healthcare,42.53211203,392.6872627,368.5594717,No,173.3442454,13.0,464.5656755
6806,Other,112.3683798,388.964407,359.5166849,Maybe,181.9963342,8.0,467.4699994
6807,Healthcare,213.48471400000003,326.4122818,388.5197327,No,234.362177,8.0,388.8016003
6808,Environment,56.95222144,410.7293784,388.09,No,146.1692863,11.0,529.5358813
6809,Environment,305.8725282,722.7838192,664.4975112000002,No,277.6859793,10.0,479.5686074
6810,Foreign_Affairs,83.53172951,445.8213504,395.633703,Maybe,133.6590957,8.0,436.4617924
6811,Social,40.16132811,438.7272719,434.5420988,No,108.8592586,13.0,561.7353555999998
6812,Social,124.8613252,301.4852148,513.8478356,No,251.7669481,9.0,654.229419
6813,Healthcare,48.66575094,318.9199828,385.887615,No,214.2987986,,489.3997138
6814,Education,-35.32288083,274.2026726,533.1639693,Yes,258.7444563,12.0,378.0803062
6815,Environment,611.3870654,467.0404459,412.8629617,Yes,112.3086249,14.0,437.2781412
6816,Financial,310.0257712,254.6951204,,No,278.8175798,9.0,632.5043113
6817,Education,677.4092999,697.0193148,37.59280586,Yes,502.79647630000005,13.0,512.9334066
6818,Education,203.2236238,289.2212277,391.4690895,No,252.0589557,9.0,414.401707
6819,Social,103.2216351,359.9802083,405.8208981,No,183.9866504,7.0,426.6798647
6820,Education,148.0359265,289.6269037,493.8433769,No,263.25053790000004,12.0,658.1331782000002
6821,Social,516.3013125,266.64827990000003,100.994206,Yes,479.3598089,11.0,373.0071756
6822,Social,255.0240969,694.6864607000001,639.2681273,No,240.393983,8.0,477.845141
6823,Foreign_Affairs,54.80731616,495.389767,531.380371,Maybe,84.24409123,8.0,421.9545967
6824,Social,427.79872130000007,528.6296569,546.7117156,Yes,101.9467892,11.0,585.9738693
6825,Financial,,432.1607245,452.6248459,Yes,126.2683618,9.0,404.6211414
6826,Financial,-19.66315229,276.4099135,304.4470083,Yes,324.9522496,8.0,368.240882
6827,Social,71.62434251,423.4944012,442.7820823,No,95.86540545,10.0,492.0514643
6828,Environment,73.22275182,508.8439359,475.941352,No,28.89533468,8.0,513.3381641
6829,Military,132.5073655,475.4227829,385.8759771,Maybe,121.682848,6.0,534.327588
6830,Social,546.6123855000002,441.8956163,501.3306324,Yes,104.0164599,12.0,413.735674
6831,Military,15.82281866,471.16440030000007,461.20747710000006,Maybe,94.41806001,5.0,418.8925502
6832,Healthcare,100.5909207,350.2189497,369.4807492,No,198.681559,12.0,497.8265188
6833,Social,282.1963186000001,450.3118903,393.7296618,No,121.7529927,10.0,532.5806418000002
6834,Healthcare,194.062315,421.6285432,352.99086580000005,No,166.5963529,12.0,499.2423578
6835,Social,83.41481338,512.1565312,455.8478655,No,46.50354634,7.0,491.9137405
6836,Education,156.7802685,290.4943651,505.55887710000013,No,,14.0,662.1587948
6837,Environment,487.460159,429.0605669,497.0063202,Yes,136.0595611,15.0,383.936057
6838,Financial,520.2194181,534.426756,407.8262791,Yes,98.3937672,10.0,500.3702367
6839,Other,166.7752029,527.1753259999998,382.332287,Maybe,127.7891453,9.0,458.2163116
6840,Healthcare,664.8901293,673.9088111000002,86.05989479,Yes,533.8471671,12.0,211.205761
6841,Education,59.40131564,409.1537849,322.5158948,No,199.53392230000003,15.0,492.2447594
6842,Social,203.1729862,315.9064566,374.9582341,No,247.3914049,7.0,391.9415376
6843,Healthcare,216.3694022,462.9982382,468.2558189,No,72.48222462,14.0,553.6362702
6844,Financial,116.7509532,325.9694517,380.3418669,No,232.7931371,5.0,402.081952
6845,Social,115.4749982,488.9442384,484.3162653,No,51.22429444,7.0,
6846,Healthcare,285.0342042,461.7161118,438.13346960000007,No,72.75509462,14.0,499.5755993
6847,Social,201.687887,485.9661452,446.6404683,No,79.3868109,7.0,442.9204323
6848,Financial,13.78867775,413.4147037,454.3615722,No,102.969716,11.0,468.0174613
6849,Healthcare,524.9808369,356.6348273,193.9347369,Yes,352.2233102,13.0,599.1551423999998
6850,Financial,177.7433762,364.6579276,416.3745011,No,159.09878380000004,11.0,498.6876071
6851,Healthcare,163.1970254,419.1081897,426.3691467,No,121.3397273,14.0,447.4800812
6852,Education,33.8512471,289.2475497,503.37790660000013,No,275.21921769999994,13.0,676.9678283
6853,Environment,63.57099428,330.6878612,429.4649792,No,184.3694143,14.0,481.2839253
6854,Environment,,334.00584060000006,398.9758283000001,No,206.7339803,8.0,429.4380104
6855,Environment,154.255603,398.472919,406.0198863,No,144.8563349,11.0,542.9342265
6856,Healthcare,147.250453,528.7722696000002,456.4151198,No,53.74636145,8.0,512.6959085
6857,Healthcare,65.33723266,475.0464319,416.6953145,No,107.503038,8.0,436.7975318
6858,Financial,58.66426499,378.9521779,450.9218418,No,130.7191052,11.0,505.1228539
6859,Social,44.99084126,344.2792591,384.4593278,No,215.6977284,6.0,405.5176525
6860,Education,94.09295857,314.3377725,291.0392268,No,279.6673264,11.0,508.8738947
6861,Environment,77.91893326,317.8020410000001,356.8999042,No,235.216166,10.0,
6862,Environment,63.33048998,662.8858766,632.8827289,No,211.9433377,8.0,472.9750126
6863,Social,91.53477814,686.9337862000001,625.4437177,No,225.2018797,6.0,494.0401451
6864,Education,166.2148075,310.6580592,371.0550659,No,254.0338535,10.0,
6865,Environment,57.98597594,382.3313475,436.8088745,No,179.26915380000003,14.0,619.5759147000001
6866,Education,96.79369873,276.0893144,311.2247346000001,No,293.7996279,11.0,523.3693264
6867,Financial,221.1212969,289.4875492,350.4161589,No,289.7564107,5.0,368.5923895
6868,Education,217.3936029,294.4424023,288.9605107,No,294.7393989,10.0,508.9286745
6869,Other,175.7122335,413.0972827,421.9806229,Maybe,202.2047604,9.0,334.9313487
6870,Healthcare,71.03412209999998,241.3276775,436.37024800000006,No,282.4970392,10.0,594.0449966
6871,Education,,528.6648008000002,349.8674567,Yes,206.1599779,16.0,361.6508579
6872,Healthcare,218.6419926,290.0926235,368.8384367,No,284.3444313,7.0,360.0453888
6873,Environment,689.4246456000002,445.9279706,239.5785365,Yes,266.7735134,11.0,479.3848488
6874,Military,294.8532601,485.4671417,496.7145453,Maybe,56.69151634,9.0,445.301464
6875,Education,115.84599740000002,252.155554,333.1240205000001,No,330.1889533000001,11.0,359.4643
